ID ClusterSize NResp Trt Dataset
97 6 1 A 14
98 5 0 B 14
99 6 0 C 14
100 10 0 D 14
1 6 4 A 15
2 5 0 B 15
3 6 1 C 15
4 6 1 D 15
5 8 3 A 15
6 2 0 B 15
7 6 1 C 15
8 6 0 D 15
9 7 2 A 15
10 4 3 B 15
11 5 0 C 15
12 5 0 D 15
13 4 1 A 15
14 6 4 B 15
15 4 1 C 15
16 8 1 D 15
17 5 1 A 15
18 8 1 B 15
19 5 0 C 15
20 7 1 D 15
21 7 7 A 15
22 10 1 B 15
23 8 3 C 15
24 7 0 D 15
25 5 2 A 15
26 8 5 B 15
27 5 2 C 15
28 7 2 D 15
29 2 2 A 15
30 4 0 B 15
31 3 0 C 15
32 7 0 D 15
33 7 1 A 15
34 9 4 B 15
35 8 1 C 15
36 3 0 D 15
37 3 3 A 15
38 8 1 B 15
39 6 0 C 15
40 7 1 D 15
41 4 4 A 15
42 9 4 B 15
43 8 1 C 15
44 3 0 D 15
45 7 0 A 15
46 7 4 B 15
47 6 3 C 15
48 7 1 D 15
49 2 0 A 15
50 7 0 B 15
51 4 0 C 15
52 5 0 D 15
53 9 5 A 15
54 6 4 B 15
55 5 0 C 15
56 7 0 D 15
57 6 6 A 15
58 7 4 B 15
59 10 3 C 15
60 9 0 D 15
61 3 3 A 15
62 5 0 B 15
63 7 4 C 15
64 4 2 D 15
65 4 3 A 15
66 7 4 B 15
67 9 1 C 15
68 5 0 D 15
69 4 0 A 15
70 3 3 B 15
71 5 0 C 15
72 6 0 D 15
73 8 8 A 15
74 4 1 B 15
75 7 0 C 15
76 4 0 D 15
77 8 8 A 15
78 4 2 B 15
79 4 0 C 15
80 8 0 D 15
81 5 0 A 15
82 7 5 B 15
83 5 0 C 15
84 2 0 D 15
85 5 1 A 15
86 9 1 B 15
87 8 2 C 15
88 7 1 D 15
89 5 2 A 15
90 5 2 B 15
91 9 2 C 15
92 7 0 D 15
93 5 3 A 15
94 8 2 B 15
95 8 4 C 15
96 7 0 D 15
97 8 0 A 15
98 10 7 B 15
99 6 4 C 15
100 7 1 D 15
1 5 1 A 16
2 4 1 B 16
3 4 0 C 16
4 5 0 D 16
5 5 5 A 16
6 8 5 B 16
7 9 1 C 16
8 5 0 D 16
9 3 3 A 16
10 7 3 B 16
11 5 0 C 16
12 6 0 D 16
13 7 2 A 16
14 5 0 B 16
15 2 1 C 16
16 8 0 D 16
17 3 0 A 16
18 4 0 B 16
19 2 0 C 16
20 5 0 D 16
21 9 5 A 16
22 4 2 B 16
23 6 5 C 16
24 10 0 D 16
25 7 3 A 16
26 5 0 B 16
27 6 3 C 16
28 10 1 D 16
29 9 2 A 16
30 2 0 B 16
31 4 0 C 16
32 5 0 D 16
33 10 6 A 16
34 9 0 B 16
35 3 0 C 16
36 8 1 D 16
37 6 1 A 16
38 7 1 B 16
39 10 5 C 16
40 9 0 D 16
41 4 4 A 16
42 6 0 B 16
43 2 2 C 16
44 8 0 D 16
45 8 0 A 16
46 5 1 B 16
47 9 0 C 16
48 4 0 D 16
49 5 1 A 16
50 5 0 B 16
51 6 0 C 16
52 10 1 D 16
53 9 2 A 16
54 7 0 B 16
55 8 0 C 16
56 7 0 D 16
57 7 5 A 16
58 7 6 B 16
59 7 0 C 16
60 2 0 D 16
61 4 0 A 16
62 2 1 B 16
63 6 0 C 16
64 3 0 D 16
65 8 0 A 16
66 5 0 B 16
67 9 1 C 16
68 5 0 D 16
69 2 2 A 16
70 6 1 B 16
71 6 0 C 16
72 6 1 D 16
73 5 5 A 16
74 9 1 B 16
75 2 0 C 16
76 4 0 D 16
77 7 1 A 16
78 6 2 B 16
79 9 0 C 16
80 6 0 D 16
81 5 1 A 16
82 5 1 B 16
83 3 0 C 16
84 5 0 D 16
85 6 6 A 16
86 7 1 B 16
87 6 0 C 16
88 9 1 D 16
89 5 4 A 16
90 6 0 B 16
91 4 1 C 16
92 5 1 D 16
93 9 5 A 16
94 3 0 B 16
95 6 2 C 16
96 9 1 D 16
97 6 5 A 16
98 5 3 B 16
99 6 3 C 16
100 4 0 D 16
1 10 6 A 17
2 5 1 B 17
3 8 0 C 17
4 5 0 D 17
5 9 9 A 17
6 4 1 B 17
7 8 0 C 17
8 8 1 D 17
9 4 1 A 17
10 9 3 B 17
11 6 0 C 17
12 7 2 D 17
13 3 1 A 17
14 6 3 B 17
15 4 1 C 17
16 7 0 D 17
17 2 0 A 17
18 4 0 B 17
19 6 1 C 17
20 8 1 D 17
21 10 5 A 17
22 2 0 B 17
23 10 2 C 17
24 4 0 D 17
25 5 5 A 17
26 5 2 B 17
27 6 1 C 17
28 4 0 D 17
29 2 1 A 17
30 3 3 B 17
31 3 0 C 17
32 7 0 D 17
33 4 1 A 17
34 2 1 B 17
35 5 1 C 17
36 6 0 D 17
37 7 2 A 17
38 3 1 B 17
39 5 1 C 17
40 5 0 D 17
41 6 6 A 17
42 6 2 B 17
43 6 0 C 17
44 5 0 D 17
45 4 2 A 17
46 3 0 B 17
47 5 0 C 17
48 7 0 D 17
49 5 2 A 17
50 3 1 B 17
51 6 0 C 17
52 10 1 D 17
53 7 0 A 17
54 3 2 B 17
55 2 1 C 17
56 9 1 D 17
57 6 6 A 17
58 3 2 B 17
59 10 0 C 17
60 6 2 D 17
61 5 4 A 17
62 6 4 B 17
63 7 0 C 17
64 7 0 D 17
65 6 5 A 17
66 7 2 B 17
67 4 2 C 17
68 8 0 D 17
69 7 7 A 17
70 6 3 B 17
71 5 1 C 17
72 2 0 D 17
73 7 0 A 17
74 5 2 B 17
75 4 0 C 17
76 2 1 D 17
77 2 2 A 17
78 3 0 B 17
79 4 1 C 17
80 9 1 D 17
81 6 6 A 17
82 9 3 B 17
83 3 1 C 17
84 5 1 D 17
85 7 2 A 17
86 7 5 B 17
87 6 1 C 17
88 3 0 D 17
89 5 0 A 17
90 4 0 B 17
91 10 2 C 17
92 4 1 D 17
93 6 0 A 17
94 10 2 B 17
95 9 0 C 17
96 6 1 D 17
97 4 0 A 17
98 2 0 B 17
99 5 1 C 17
100 7 0 D 17
1 6 4 A 18
2 2 1 B 18
3 7 4 C 18
4 10 3 D 18
5 7 4 A 18
6 6 0 B 18
7 5 1 C 18
8 8 1 D 18
9 7 7 A 18
10 6 3 B 18
11 7 0 C 18
12 9 1 D 18
13 5 1 A 18
14 8 4 B 18
15 7 2 C 18
16 6 0 D 18
17 2 0 A 18
18 7 0 B 18
19 3 0 C 18
20 4 1 D 18
21 10 2 A 18
22 9 2 B 18
23 7 0 C 18
24 3 0 D 18
25 10 10 A 18
26 9 5 B 18
27 6 0 C 18
28 7 2 D 18
29 2 2 A 18
30 7 3 B 18
31 6 1 C 18
32 3 1 D 18
33 3 0 A 18
34 2 0 B 18
35 4 1 C 18
36 3 0 D 18
37 7 0 A 18
38 2 0 B 18
39 10 0 C 18
40 2 0 D 18
41 10 6 A 18
42 10 6 B 18
43 6 0 C 18
44 6 1 D 18
45 5 5 A 18
46 6 2 B 18
47 3 1 C 18
48 6 0 D 18
49 10 9 A 18
50 7 2 B 18
51 5 2 C 18
52 3 0 D 18
53 6 1 A 18
54 5 4 B 18
55 7 5 C 18
56 7 0 D 18
57 4 1 A 18
58 3 0 B 18
59 7 3 C 18
60 5 0 D 18
61 4 4 A 18
62 7 1 B 18
63 8 3 C 18
64 6 2 D 18
65 7 0 A 18
66 5 0 B 18
67 3 0 C 18
68 10 1 D 18
69 5 4 A 18
70 2 0 B 18
71 3 2 C 18
72 6 0 D 18
73 6 0 A 18
74 10 3 B 18
75 8 0 C 18
76 6 0 D 18
77 5 4 A 18
78 7 1 B 18
79 7 1 C 18
80 3 0 D 18
81 7 7 A 18
82 3 0 B 18
83 6 1 C 18
84 3 0 D 18
85 8 6 A 18
86 6 2 B 18
87 8 1 C 18
88 5 0 D 18
89 6 0 A 18
90 2 0 B 18
91 6 3 C 18
92 10 0 D 18
93 6 6 A 18
94 7 1 B 18
95 3 2 C 18
96 8 2 D 18
97 4 4 A 18
98 4 0 B 18
99 5 1 C 18
100 5 1 D 18
1 3 1 A 19
2 7 2 B 19
3 6 0 C 19
4 6 0 D 19
5 5 1 A 19
6 6 0 B 19
7 3 2 C 19
8 10 0 D 19
9 4 4 A 19
10 5 1 B 19
11 5 1 C 19
12 4 0 D 19
13 9 7 A 19
14 6 3 B 19
15 7 1 C 19
16 7 0 D 19
17 7 0 A 19
18 6 0 B 19
19 7 1 C 19
20 7 0 D 19
21 2 0 A 19
22 9 6 B 19
23 3 1 C 19
24 4 2 D 19
25 5 5 A 19
26 8 3 B 19
27 6 0 C 19
28 4 1 D 19
29 10 0 A 19
30 4 2 B 19
31 4 1 C 19
32 7 1 D 19
33 5 1 A 19
34 5 4 B 19
35 5 3 C 19
36 6 1 D 19
37 3 0 A 19
38 2 0 B 19
39 7 0 C 19
40 4 0 D 19
41 4 0 A 19
42 6 1 B 19
43 4 0 C 19
44 8 0 D 19
45 6 3 A 19
46 4 0 B 19
47 6 4 C 19
48 7 1 D 19
49 6 6 A 19
50 7 5 B 19
51 7 1 C 19
52 9 0 D 19
53 7 1 A 19
54 4 2 B 19
55 6 1 C 19
56 6 1 D 19
57 3 1 A 19
58 5 3 B 19
59 7 1 C 19
60 8 0 D 19
61 9 2 A 19
62 6 2 B 19
63 8 2 C 19
64 4 0 D 19
65 3 2 A 19
66 4 0 B 19
67 6 3 C 19
68 4 0 D 19
69 8 6 A 19
70 3 0 B 19
71 5 3 C 19
72 3 0 D 19
73 10 4 A 19
74 3 1 B 19
75 10 1 C 19
76 10 2 D 19
77 4 1 A 19
78 6 1 B 19
79 9 4 C 19
80 9 0 D 19
81 8 1 A 19
82 7 4 B 19
83 6 3 C 19
84 5 2 D 19
85 2 2 A 19
86 6 0 B 19
87 8 2 C 19
88 5 0 D 19
89 7 4 A 19
90 7 3 B 19
91 6 0 C 19
92 4 2 D 19
93 2 2 A 19
94 3 2 B 19
95 10 0 C 19
96 6 1 D 19
97 7 2 A 19
98 9 4 B 19
99 9 1 C 19
100 5 1 D 19
1 9 9 A 20
2 6 1 B 20
3 5 1 C 20
4 2 0 D 20
5 7 1 A 20
6 9 7 B 20
7 6 0 C 20
8 5 0 D 20
9 6 0 A 20
10 7 1 B 20
11 7 0 C 20
12 4 0 D 20
13 5 5 A 20
14 8 3 B 20
15 5 3 C 20
16 6 0 D 20
17 8 6 A 20
18 7 5 B 20
19 4 0 C 20
20 3 0 D 20
21 2 0 A 20
22 2 1 B 20
23 10 0 C 20
24 2 0 D 20
25 7 1 A 20
26 4 0 B 20
27 2 1 C 20
28 5 0 D 20
29 6 4 A 20
30 5 5 B 20
31 7 2 C 20
32 7 0 D 20
33 6 0 A 20
34 2 0 B 20
35 5 4 C 20
36 6 0 D 20
37 10 3 A 20
38 7 2 B 20
39 7 1 C 20
40 7 0 D 20
41 10 10 A 20
42 8 0 B 20
43 3 0 C 20
44 10 1 D 20
45 9 9 A 20
46 3 2 B 20
47 4 1 C 20
48 5 0 D 20
49 3 0 A 20
50 6 2 B 20
51 5 2 C 20
52 5 0 D 20
53 7 4 A 20
54 6 5 B 20
55 4 0 C 20
56 6 1 D 20
57 8 8 A 20
58 4 1 B 20
59 7 1 C 20
60 3 1 D 20
61 2 0 A 20
62 8 1 B 20
63 10 0 C 20
64 4 0 D 20
65 2 0 A 20
66 2 1 B 20
67 8 2 C 20
68 6 0 D 20
69 6 6 A 20
70 6 1 B 20
71 6 0 C 20
72 10 0 D 20
73 5 0 A 20
74 7 2 B 20
75 5 0 C 20
76 5 0 D 20
77 7 7 A 20
78 8 2 B 20
79 5 0 C 20
80 10 1 D 20
81 6 1 A 20
82 3 1 B 20
83 6 0 C 20
84 5 1 D 20
85 9 3 A 20
86 3 0 B 20
87 6 0 C 20
88 4 1 D 20
89 9 4 A 20
90 8 6 B 20
91 10 0 C 20
92 5 0 D 20
93 4 2 A 20
94 4 1 B 20
95 5 3 C 20
96 3 0 D 20
97 3 3 A 20
98 4 0 B 20
99 8 5 C 20
100 7 0 D 20
1 5 0 A 21
2 4 0 B 21
3 4 0 C 21
4 6 0 D 21
5 10 2 A 21
6 3 0 B 21
7 6 1 C 21
8 8 0 D 21
9 8 4 A 21
10 3 1 B 21
11 8 1 C 21
12 5 0 D 21
13 4 4 A 21
14 5 0 B 21
15 4 0 C 21
16 4 1 D 21
17 10 10 A 21
18 7 0 B 21
19 5 2 C 21
20 7 1 D 21
21 7 6 A 21
22 6 3 B 21
23 5 2 C 21
24 3 0 D 21
25 6 1 A 21
26 2 1 B 21
27 3 1 C 21
28 5 1 D 21
29 4 4 A 21
30 10 1 B 21
31 5 0 C 21
32 10 0 D 21
33 3 3 A 21
34 4 2 B 21
35 8 3 C 21
36 7 1 D 21
37 9 2 A 21
38 4 0 B 21
39 4 1 C 21
40 5 0 D 21
41 5 0 A 21
42 4 3 B 21
43 9 0 C 21
44 2 0 D 21
45 4 2 A 21
46 5 2 B 21
47 3 0 C 21
48 8 0 D 21
49 9 3 A 21
50 5 3 B 21
51 6 0 C 21
52 3 1 D 21
53 3 2 A 21
54 6 5 B 21
55 5 0 C 21
56 6 0 D 21
57 3 1 A 21
58 7 4 B 21
59 6 1 C 21
60 7 0 D 21
61 8 0 A 21
62 10 1 B 21
63 8 0 C 21
64 7 1 D 21
65 4 1 A 21
66 9 0 B 21
67 5 0 C 21
68 6 0 D 21
69 6 0 A 21
70 6 1 B 21
71 6 0 C 21
72 7 0 D 21
73 7 7 A 21
74 4 1 B 21
75 6 1 C 21
76 3 0 D 21
77 8 0 A 21
78 5 0 B 21
79 6 0 C 21
80 6 0 D 21
81 5 1 A 21
82 5 2 B 21
83 8 3 C 21
84 7 0 D 21
85 6 2 A 21
86 4 1 B 21
87 2 0 C 21
88 3 0 D 21
89 10 4 A 21
90 3 2 B 21
91 8 2 C 21
92 6 0 D 21
93 2 1 A 21
94 6 1 B 21
95 2 0 C 21
96 8 0 D 21
97 7 0 A 21
98 10 1 B 21
99 7 1 C 21
100 4 0 D 21
1 3 1 A 22
2 7 3 B 22
3 5 0 C 22
4 4 0 D 22
5 3 0 A 22
6 6 0 B 22
7 2 1 C 22
8 7 0 D 22
9 3 1 A 22
10 5 1 B 22
11 6 1 C 22
12 4 0 D 22
13 7 7 A 22
14 6 0 B 22
15 4 1 C 22
16 7 0 D 22
17 2 0 A 22
18 3 1 B 22
19 4 1 C 22
20 5 2 D 22
21 4 1 A 22
22 7 5 B 22
23 7 3 C 22
24 5 0 D 22
25 3 0 A 22
26 3 1 B 22
27 3 0 C 22
28 7 1 D 22
29 5 2 A 22
30 4 2 B 22
31 8 1 C 22
32 5 1 D 22
33 6 3 A 22
34 6 0 B 22
35 7 1 C 22
36 7 2 D 22
37 6 1 A 22
38 7 3 B 22
39 6 0 C 22
40 4 0 D 22
41 5 0 A 22
42 6 6 B 22
43 8 0 C 22
44 4 1 D 22
45 5 4 A 22
46 8 1 B 22
47 10 0 C 22
48 7 0 D 22
49 6 0 A 22
50 9 0 B 22
51 2 1 C 22
52 9 0 D 22
53 5 4 A 22
54 4 0 B 22
55 3 0 C 22
56 4 0 D 22
57 7 5 A 22
58 7 0 B 22
59 9 5 C 22
60 3 1 D 22
61 4 4 A 22
62 10 5 B 22
63 6 4 C 22
64 4 0 D 22
65 5 3 A 22
66 7 0 B 22
67 10 1 C 22
68 3 0 D 22
69 5 5 A 22
70 4 3 B 22
71 6 2 C 22
72 5 0 D 22
73 10 4 A 22
74 5 1 B 22
75 4 2 C 22
76 5 1 D 22
77 8 2 A 22
78 4 0 B 22
79 6 1 C 22
80 9 0 D 22
81 7 2 A 22
82 10 3 B 22
83 8 0 C 22
84 8 2 D 22
85 4 0 A 22
86 8 4 B 22
87 8 2 C 22
88 4 0 D 22
89 4 2 A 22
90 6 5 B 22
91 9 1 C 22
92 4 0 D 22
93 6 6 A 22
94 2 2 B 22
95 6 2 C 22
96 6 0 D 22
97 5 5 A 22
98 2 0 B 22
99 10 3 C 22
100 6 0 D 22
1 5 1 A 23
2 3 2 B 23
3 7 0 C 23
4 6 0 D 23
5 5 5 A 23
6 5 0 B 23
7 3 0 C 23
8 2 0 D 23
9 10 3 A 23
10 3 0 B 23
11 4 3 C 23
12 6 2 D 23
13 7 1 A 23
14 4 3 B 23
15 3 0 C 23
16 6 0 D 23
17 3 3 A 23
18 4 2 B 23
19 5 0 C 23
20 4 0 D 23
21 3 2 A 23
22 5 3 B 23
23 7 0 C 23
24 4 1 D 23
25 6 6 A 23
26 5 3 B 23
27 5 2 C 23
28 8 0 D 23
29 4 1 A 23
30 4 1 B 23
31 6 4 C 23
32 6 0 D 23
33 7 7 A 23
34 6 0 B 23
35 8 1 C 23
36 7 0 D 23
37 8 2 A 23
38 7 4 B 23
39 3 1 C 23
40 6 1 D 23
41 6 0 A 23
42 2 1 B 23
43 4 0 C 23
44 9 1 D 23
45 3 3 A 23
46 3 0 B 23
47 2 0 C 23
48 2 0 D 23
49 7 3 A 23
50 8 6 B 23
51 2 0 C 23
52 4 0 D 23
53 6 6 A 23
54 9 0 B 23
55 6 1 C 23
56 9 2 D 23
57 4 1 A 23
58 4 1 B 23
59 6 1 C 23
60 7 0 D 23
61 3 0 A 23
62 10 5 B 23
63 3 0 C 23
64 4 0 D 23
65 4 1 A 23
66 2 0 B 23
67 6 0 C 23
68 4 1 D 23
69 10 3 A 23
70 6 3 B 23
71 10 0 C 23
72 4 0 D 23
73 5 2 A 23
74 5 2 B 23
75 5 1 C 23
76 5 0 D 23
77 6 4 A 23
78 4 0 B 23
79 6 0 C 23
80 5 0 D 23
81 7 2 A 23
82 4 3 B 23
83 4 0 C 23
84 7 0 D 23
85 7 5 A 23
86 9 2 B 23
87 9 1 C 23
88 4 1 D 23
89 3 1 A 23
90 6 2 B 23
91 5 0 C 23
92 4 0 D 23
93 7 2 A 23
94 6 0 B 23
95 8 2 C 23
96 5 0 D 23
97 5 4 A 23
98 8 0 B 23
99 2 0 C 23
100 6 0 D 23
1 5 1 A 24
2 5 3 B 24
3 7 1 C 24
4 2 1 D 24
5 8 8 A 24
6 7 1 B 24
7 7 2 C 24
8 4 0 D 24
9 6 0 A 24
10 5 1 B 24
11 3 1 C 24
12 10 0 D 24
13 3 3 A 24
14 5 1 B 24
15 4 0 C 24
16 6 0 D 24
17 6 1 A 24
18 8 4 B 24
19 7 0 C 24
20 5 0 D 24
21 4 1 A 24
22 6 1 B 24
23 5 3 C 24
24 6 0 D 24
25 3 1 A 24
26 5 3 B 24
27 9 0 C 24
28 6 1 D 24
29 2 2 A 24
30 8 0 B 24
31 6 1 C 24
32 9 0 D 24
33 7 7 A 24
34 9 2 B 24
35 8 1 C 24
36 6 0 D 24
37 8 7 A 24
38 10 8 B 24
39 4 1 C 24
40 5 3 D 24
41 2 0 A 24
42 4 2 B 24
43 5 0 C 24
44 7 0 D 24
45 6 6 A 24
46 5 2 B 24
47 9 4 C 24
48 5 1 D 24
49 3 3 A 24
50 6 1 B 24
51 6 0 C 24
52 7 3 D 24
53 5 5 A 24
54 4 2 B 24
55 5 2 C 24
56 7 0 D 24
57 8 7 A 24
58 9 0 B 24
59 2 1 C 24
60 2 0 D 24
61 3 3 A 24
62 8 2 B 24
63 5 1 C 24
64 2 0 D 24
65 5 5 A 24
66 5 1 B 24
67 6 1 C 24
68 5 0 D 24
69 4 4 A 24
70 6 2 B 24
71 5 0 C 24
72 3 0 D 24
73 4 4 A 24
74 6 2 B 24
75 3 0 C 24
76 6 0 D 24
77 7 3 A 24
78 6 5 B 24
79 7 1 C 24
80 5 0 D 24
81 7 2 A 24
82 7 0 B 24
83 3 0 C 24
84 7 0 D 24
85 6 2 A 24
86 4 2 B 24
87 6 0 C 24
88 9 3 D 24
89 6 6 A 24
90 5 1 B 24
91 6 2 C 24
92 6 0 D 24
93 6 2 A 24
94 4 1 B 24
95 4 2 C 24
96 7 2 D 24
97 9 1 A 24
98 5 0 B 24
99 6 1 C 24
100 3 1 D 24
1 7 6 A 25
2 5 2 B 25
3 4 0 C 25
4 6 1 D 25
5 4 4 A 25
6 3 1 B 25
7 3 0 C 25
8 6 0 D 25
9 7 7 A 25
10 4 0 B 25
11 5 0 C 25
12 7 0 D 25
13 10 10 A 25
14 6 1 B 25
15 10 2 C 25
16 7 0 D 25
17 4 1 A 25
18 5 0 B 25
19 6 1 C 25
20 3 0 D 25
21 6 2 A 25
22 9 3 B 25
23 10 3 C 25
24 10 0 D 25
25 7 1 A 25
26 9 4 B 25
27 5 2 C 25
28 4 0 D 25
29 5 5 A 25
30 5 4 B 25
31 9 0 C 25
32 7 0 D 25
33 5 5 A 25
34 5 1 B 25
35 8 3 C 25
36 4 0 D 25
37 7 7 A 25
38 7 1 B 25
39 5 0 C 25
40 6 0 D 25
41 3 3 A 25
42 10 2 B 25
43 7 1 C 25
44 9 0 D 25
45 6 6 A 25
46 5 2 B 25
47 5 1 C 25
48 2 0 D 25
49 3 3 A 25
50 2 2 B 25
51 9 1 C 25
52 8 2 D 25
53 6 1 A 25
54 3 2 B 25
55 1 0 C 25
56 5 1 D 25
57 3 0 A 25
58 3 1 B 25
59 6 0 C 25
60 10 0 D 25
61 5 3 A 25
62 6 1 B 25
63 5 2 C 25
64 9 0 D 25
65 9 7 A 25
66 5 5 B 25
67 4 1 C 25
68 8 0 D 25
69 2 0 A 25
70 3 0 B 25
71 6 0 C 25
72 7 1 D 25
73 2 0 A 25
74 10 0 B 25
75 5 2 C 25
76 3 0 D 25
77 6 6 A 25
78 8 7 B 25
79 10 0 C 25
80 2 1 D 25
81 3 3 A 25
82 10 1 B 25
83 7 2 C 25
84 2 0 D 25
85 6 0 A 25
86 8 4 B 25
87 5 0 C 25
88 7 0 D 25
89 4 4 A 25
90 7 1 B 25
91 8 2 C 25
92 5 0 D 25
93 9 3 A 25
94 5 2 B 25
95 9 1 C 25
96 7 0 D 25
97 9 3 A 25
98 4 4 B 25
99 3 1 C 25
100 2 0 D 25
1 6 6 A 26
2 7 0 B 26
3 6 4 C 26
4 5 0 D 26
5 5 5 A 26
6 4 0 B 26
7 4 2 C 26
8 6 1 D 26
9 5 5 A 26
10 7 1 B 26
11 3 0 C 26
12 3 0 D 26
13 8 1 A 26
14 9 1 B 26
15 4 1 C 26
16 8 0 D 26
17 2 2 A 26
18 6 0 B 26
19 6 0 C 26
20 8 2 D 26
21 3 3 A 26
22 5 2 B 26
23 8 1 C 26
24 5 0 D 26
25 2 0 A 26
26 4 1 B 26
27 6 0 C 26
28 6 0 D 26
29 6 1 A 26
30 7 0 B 26
31 6 0 C 26
32 8 1 D 26
33 8 7 A 26
34 3 0 B 26
35 5 0 C 26
36 10 1 D 26
37 6 2 A 26
38 3 1 B 26
39 10 1 C 26
40 3 0 D 26
41 2 2 A 26
42 3 1 B 26
43 8 3 C 26
44 4 0 D 26
45 5 1 A 26
46 9 5 B 26
47 5 1 C 26
48 6 0 D 26
49 8 8 A 26
50 7 4 B 26
51 7 5 C 26
52 5 1 D 26
53 8 2 A 26
54 5 3 B 26
55 9 3 C 26
56 6 0 D 26
57 8 4 A 26
58 9 2 B 26
59 4 1 C 26
60 6 0 D 26
61 7 7 A 26
62 3 2 B 26
63 7 2 C 26
64 4 0 D 26
65 7 1 A 26
66 6 0 B 26
67 8 0 C 26
68 4 0 D 26
69 5 1 A 26
70 8 7 B 26
71 7 0 C 26
72 2 0 D 26
73 5 1 A 26
74 6 3 B 26
75 6 2 C 26
76 6 0 D 26
77 9 5 A 26
78 8 0 B 26
79 7 1 C 26
80 5 0 D 26
81 6 1 A 26
82 8 4 B 26
83 8 0 C 26
84 3 0 D 26
85 5 5 A 26
86 5 0 B 26
87 8 1 C 26
88 5 1 D 26
89 6 6 A 26
90 7 4 B 26
91 6 0 C 26
92 6 1 D 26
93 3 3 A 26
94 3 2 B 26
95 2 0 C 26
96 10 2 D 26
97 8 8 A 26
98 5 2 B 26
99 9 2 C 26
100 7 1 D 26
1 9 2 A 27
2 4 0 B 27
3 6 2 C 27
4 9 0 D 27
5 3 3 A 27
6 3 2 B 27
7 3 1 C 27
8 5 0 D 27
9 3 3 A 27
10 5 3 B 27
11 5 1 C 27
12 4 0 D 27
13 10 1 A 27
14 3 1 B 27
15 10 0 C 27
16 6 0 D 27
17 4 4 A 27
18 7 1 B 27
19 6 2 C 27
20 4 1 D 27
21 6 6 A 27
22 6 0 B 27
23 10 0 C 27
24 7 0 D 27
25 2 1 A 27
26 4 3 B 27
27 8 0 C 27
28 7 0 D 27
29 7 0 A 27
30 6 0 B 27
31 4 0 C 27
32 3 0 D 27
33 7 2 A 27
34 4 3 B 27
35 3 0 C 27
36 5 0 D 27
37 8 7 A 27
38 2 0 B 27
39 10 2 C 27
40 10 1 D 27
41 3 2 A 27
42 5 3 B 27
43 3 0 C 27
44 8 0 D 27
45 5 0 A 27
46 5 1 B 27
47 6 0 C 27
48 3 0 D 27
49 5 3 A 27
50 4 2 B 27
51 4 1 C 27
52 3 0 D 27
53 5 0 A 27
54 10 2 B 27
55 5 0 C 27
56 8 0 D 27
57 8 8 A 27
58 7 1 B 27
59 8 3 C 27
60 6 1 D 27
61 6 3 A 27
62 6 5 B 27
63 5 1 C 27
64 10 0 D 27
65 7 6 A 27
66 4 1 B 27
67 6 1 C 27
68 4 0 D 27
69 6 3 A 27
70 4 2 B 27
71 4 1 C 27
72 4 0 D 27
73 4 4 A 27
74 7 0 B 27
75 8 1 C 27
76 10 1 D 27
77 7 7 A 27
78 4 1 B 27
79 5 1 C 27
80 3 0 D 27
81 6 5 A 27
82 2 0 B 27
83 5 0 C 27
84 5 1 D 27
85 10 8 A 27
86 8 1 B 27
87 2 0 C 27
88 10 0 D 27
89 7 1 A 27
90 4 1 B 27
91 7 3 C 27
92 6 1 D 27
93 10 4 A 27
94 6 1 B 27
95 4 0 C 27
96 5 0 D 27
97 5 5 A 27
98 8 0 B 27
99 9 2 C 27
100 3 0 D 27
1 2 1 A 28
2 6 3 B 28
3 4 0 C 28
4 8 0 D 28
5 7 0 A 28
6 8 1 B 28
7 8 4 C 28
8 7 0 D 28
9 3 2 A 28
10 4 3 B 28
11 10 7 C 28
12 7 0 D 28
13 5 2 A 28
14 6 4 B 28
15 4 2 C 28
16 7 0 D 28
17 8 3 A 28
18 5 2 B 28
19 2 0 C 28
20 6 0 D 28
21 7 4 A 28
22 4 2 B 28
23 10 1 C 28
24 6 0 D 28
25 3 3 A 28
26 9 0 B 28
27 7 1 C 28
28 4 0 D 28
29 5 2 A 28
30 9 5 B 28
31 9 4 C 28
32 7 0 D 28
33 6 3 A 28
34 8 1 B 28
35 5 0 C 28
36 10 1 D 28
37 10 0 A 28
38 6 2 B 28
39 9 0 C 28
40 7 0 D 28
41 10 0 A 28
42 5 0 B 28
43 6 3 C 28
44 6 0 D 28
45 3 0 A 28
46 6 0 B 28
47 5 0 C 28
48 6 0 D 28
49 3 1 A 28
50 4 3 B 28
51 7 2 C 28
52 5 0 D 28
53 4 0 A 28
54 10 5 B 28
55 6 1 C 28
56 10 1 D 28
57 2 1 A 28
58 6 0 B 28
59 8 2 C 28
60 3 0 D 28
61 10 8 A 28
62 3 0 B 28
63 8 1 C 28
64 4 0 D 28
65 3 1 A 28
66 6 1 B 28
67 2 1 C 28
68 5 0 D 28
69 9 2 A 28
70 8 3 B 28
71 8 4 C 28
72 6 0 D 28
73 6 1 A 28
74 10 3 B 28
75 5 1 C 28
76 3 0 D 28
77 5 2 A 28
78 2 1 B 28
79 3 0 C 28
80 7 0 D 28
81 5 2 A 28
82 4 0 B 28
83 6 2 C 28
84 4 0 D 28
85 4 1 A 28
86 7 2 B 28
87 5 0 C 28
88 6 2 D 28
89 5 1 A 28
90 4 1 B 28
91 10 4 C 28
92 7 2 D 28
93 9 6 A 28
94 7 3 B 28
